code,state,value,year,month
USA.2593218,California,6.76,1948,3
USA.2593219,Colorado,-3.7,1948,3
USA.2593220,Connecticut,1.72,1948,3
USA.2593221,Delaware,8.15,1948,3
USA.2593222,District of Columbia,8.8,1948,3
USA.2593223,Florida,20.67,1948,3
USA.2593224,Georgia,15.04,1948,3
USA.2593225,Hawaii,17.84,1948,3
USA.2593226,Idaho,-1.73,1948,3
USA.2593227,Illinois,4.36,1948,3
USA.2593228,Indiana,5.09,1948,3
USA.2593229,Iowa,-0.24,1948,3
USA.2593230,Kansas,2.28,1948,3
USA.2593231,Kentucky,9.4,1948,3
USA.2593232,Louisiana,16.0,1948,3
USA.2593233,Maine,-4.63,1948,3
USA.2593234,Maryland,7.91,1948,3
USA.2593235,Massachusetts,1.13,1948,3
USA.2593236,Michigan,-2.31,1948,3
USA.2593237,Minnesota,-5.53,1948,3
USA.2593238,Mississippi,14.24,1948,3
USA.2593239,Missouri,5.36,1948,3
USA.2593240,Montana,-3.9,1948,3
USA.2593241,Nebraska,-0.5,1948,3
USA.2593242,Nevada,0.69,1948,3
USA.2593243,New Hampshire,-1.78,1948,3
USA.2593244,New Jersey,5.19,1948,3
USA.2593245,New Mexico,3.33,1948,3
USA.2593246,New York,-0.58,1948,3
USA.2593247,North Carolina,12.12,1948,3
USA.2593248,North Dakota,-8.3,1948,3
USA.2593249,Ohio,5.11,1948,3
USA.2593250,Oklahoma,7.17,1948,3
USA.2593251,Oregon,1.76,1948,3
USA.2593252,Pennsylvania,3.68,1948,3
USA.2593253,Rhode Island,2.34,1948,3
USA.2593254,South Carolina,14.25,1948,3
USA.2593255,South Dakota,-2.99,1948,3
USA.2593256,Tennessee,10.77,1948,3
USA.2593257,Texas,12.4,1948,3
USA.2593258,Utah,-1.09,1948,3
USA.2593259,Vermont,-2.62,1948,3
USA.2593260,Virginia,9.4,1948,3
USA.2593261,Washington,2.14,1948,3
USA.2593262,West Virginia,7.74,1948,3
USA.2593263,Wisconsin,-3.02,1948,3
USA.2593264,Wyoming,-4.36,1948,3
USA,United States of America,8.85,1948,4
USA.2593214,Alabama,19.49,1948,4
USA.2593215,Alaska,-7.6,1948,4
USA.2593216,Arizona,14.1,1948,4
USA.2593217,Arkansas,19.05,1948,4
USA.2593218,California,10.43,1948,4
USA.2593219,Colorado,7.09,1948,4
USA.2593220,Connecticut,7.64,1948,4
USA.2593221,Delaware,11.61,1948,4
USA.2593222,District of Columbia,13.09,1948,4
USA.2593223,Florida,22.63,1948,4
USA.2593224,Georgia,19.54,1948,4
USA.2593225,Hawaii,18.68,1948,4
USA.2593226,Idaho,4.49,1948,4
USA.2593227,Illinois,13.58,1948,4
USA.2593228,Indiana,12.8,1948,4
USA.2593229,Iowa,11.98,1948,4
USA.2593230,Kansas,15.62,1948,4
USA.2593231,Kentucky,15.31,1948,4
USA.2593232,Louisiana,21.34,1948,4
USA.2593233,Maine,3.31,1948,4
USA.2593234,Maryland,12.11,1948,4
USA.2593235,Massachusetts,7.34,1948,4
USA.2593236,Michigan,7.95,1948,4
USA.2593237,Minnesota,6.97,1948,4
USA.2593238,Mississippi,19.79,1948,4
USA.2593239,Missouri,15.57,1948,4
USA.2593240,Montana,5.53,1948,4
USA.2593241,Nebraska,12.3,1948,4
USA.2593242,Nevada,7.02,1948,4
USA.2593243,New Hampshire,5.58,1948,4
USA.2593244,New Jersey,9.86,1948,4
USA.2593245,New Mexico,12.65,1948,4
USA.2593246,New York,7.45,1948,4
USA.2593247,North Carolina,16.41,1948,4
USA.2593248,North Dakota,4.91,1948,4
USA.2593249,Ohio,12.21,1948,4
USA.2593250,Oklahoma,18.78,1948,4
USA.2593251,Oregon,4.53,1948,4
USA.2593252,Pennsylvania,9.97,1948,4
USA.2593253,Rhode Island,7.7,1948,4
USA.2593254,South Carolina,18.64,1948,4
USA.2593255,South Dakota,9.65,1948,4
USA.2593256,Tennessee,16.67,1948,4
USA.2593257,Texas,21.14,1948,4
USA.2593258,Utah,7.44,1948,4
USA.2593259,Vermont,5.82,1948,4
USA.2593260,Virginia,14.01,1948,4
USA.2593261,Washington,5.39,1948,4
USA.2593262,West Virginia,13.34,1948,4
USA.2593263,Wisconsin,8.55,1948,4
USA.2593264,Wyoming,5.21,1948,4
USA,United States of America,13.5,1948,5
USA.2593214,Alabama,22.0,1948,5
USA.2593215,Alaska,1.71,1948,5
USA.2593216,Arizona,18.45,1948,5
USA.2593217,Arkansas,20.55,1948,5
USA.2593218,California,14.13,1948,5
USA.2593219,Colorado,11.49,1948,5
USA.2593220,Connecticut,12.73,1948,5
USA.2593221,Delaware,17.18,1948,5
USA.2593222,District of Columbia,18.03,1948,5
USA.2593223,Florida,25.05,1948,5
USA.2593224,Georgia,22.5,1948,5
USA.2593225,Hawaii,19.65,1948,5
USA.2593226,Idaho,9.81,1948,5
USA.2593227,Illinois,15.73,1948,5
USA.2593228,Indiana,15.48,1948,5
USA.2593229,Iowa,14.93,1948,5
USA.2593230,Kansas,17.87,1948,5
USA.2593231,Kentucky,17.49,1948,5
USA.2593232,Louisiana,23.74,1948,5
USA.2593233,Maine,9.48,1948,5
USA.2593234,Maryland,17.11,1948,5
USA.2593235,Massachusetts,12.19,1948,5
USA.2593236,Michigan,10.88,1948,5
USA.2593237,Minnesota,12.56,1948,5
USA.2593238,Mississippi,22.2,1948,5
USA.2593239,Missouri,17.44,1948,5
USA.2593240,Montana,11.46,1948,5
USA.2593241,Nebraska,15.32,1948,5
USA.2593242,Nevada,11.78,1948,5
USA.2593243,New Hampshire,10.54,1948,5
USA.2593244,New Jersey,15.11,1948,5
USA.2593245,New Mexico,16.38,1948,5
USA.2593246,New York,11.35,1948,5
USA.2593247,North Carolina,19.77,1948,5
USA.2593248,North Dakota,12.74,1948,5
USA.2593249,Ohio,14.64,1948,5
USA.2593250,Oklahoma,20.43,1948,5
USA.2593251,Oregon,9.25,1948,5
USA.2593252,Pennsylvania,14.01,1948,5
USA.2593253,Rhode Island,12.25,1948,5
USA.2593254,South Carolina,21.8,1948,5
USA.2593255,South Dakota,13.67,1948,5
USA.2593256,Tennessee,18.49,1948,5
USA.2593257,Texas,23.7,1948,5
USA.2593258,Utah,12.63,1948,5
USA.2593259,Vermont,10.65,1948,5
USA.2593260,Virginia,17.55,1948,5
USA.2593261,Washington,10.07,1948,5
USA.2593262,West Virginia,15.51,1948,5
USA.2593263,Wisconsin,12.0,1948,5
USA.2593264,Wyoming,10.58,1948,5
USA,United States of America,18.59,1948,6
USA.2593214,Alabama,26.19,1948,6
USA.2593215,Alaska,8.71,1948,6
USA.2593216,Arizona,22.79,1948,6
USA.2593217,Arkansas,25.48,1948,6
USA.2593218,California,19.11,1948,6
USA.2593219,Colorado,15.53,1948,6
USA.2593220,Connecticut,17.69,1948,6
USA.2593221,Delaware,21.86,1948,6
USA.2593222,District of Columbia,22.82,1948,6
USA.2593223,Florida,27.15,1948,6
USA.2593224,Georgia,26.2,1948,6
USA.2593225,Hawaii,20.41,1948,6
USA.2593226,Idaho,15.14,1948,6
USA.2593227,Illinois,22.06,1948,6
USA.2593228,Indiana,21.62,1948,6
USA.2593229,Iowa,20.26,1948,6
USA.2593230,Kansas,22.94,1948,6
USA.2593231,Kentucky,23.06,1948,6
USA.2593232,Louisiana,27.4,1948,6
USA.2593233,Maine,14.43,1948,6
USA.2593234,Maryland,21.88,1948,6
USA.2593235,Massachusetts,16.88,1948,6
USA.2593236,Michigan,16.96,1948,6
USA.2593237,Minnesota,17.05,1948,6
USA.2593238,Mississippi,26.7,1948,6
USA.2593239,Missouri,22.75,1948,6
USA.2593240,Montana,15.63,1948,6
USA.2593241,Nebraska,19.75,1948,6
USA.2593242,Nevada,16.82,1948,6
USA.2593243,New Hampshire,15.46,1948,6
USA.2593244,New Jersey,20.22,1948,6
USA.2593245,New Mexico,20.88,1948,6
USA.2593246,New York,16.91,1948,6
USA.2593247,North Carolina,23.94,1948,6
USA.2593248,North Dakota,16.75,1948,6
USA.2593249,Ohio,20.65,1948,6
USA.2593250,Oklahoma,25.49,1948,6
USA.2593251,Oregon,14.83,1948,6
USA.2593252,Pennsylvania,19.18,1948,6
USA.2593253,Rhode Island,17.0,1948,6
USA.2593254,South Carolina,25.8,1948,6
USA.2593255,South Dakota,17.77,1948,6
USA.2593256,Tennessee,23.87,1948,6
USA.2593257,Texas,27.99,1948,6
USA.2593258,Utah,16.92,1948,6
USA.2593259,Vermont,15.72,1948,6
USA.2593260,Virginia,22.15,1948,6
USA.2593261,Washington,16.14,1948,6
USA.2593262,West Virginia,20.55,1948,6
USA.2593263,Wisconsin,17.59,1948,6
USA.2593264,Wyoming,15.1,1948,6
USA,United States of America,20.83,1948,7
USA.2593214,Alabama,27.15,1948,7
USA.2593215,Alaska,9.83,1948,7
USA.2593216,Arizona,26.21,1948,7
USA.2593217,Arkansas,27.18,1948,7
USA.2593218,California,22.11,1948,7
USA.2593219,Colorado,18.69,1948,7
USA.2593220,Connecticut,21.71,1948,7
USA.2593221,Delaware,24.41,1948,7
USA.2593222,District of Columbia,25.03,1948,7
USA.2593223,Florida,27.28,1948,7
USA.2593224,Georgia,26.88,1948,7
USA.2593225,Hawaii,20.84,1948,7
USA.2593226,Idaho,16.91,1948,7
USA.2593227,Illinois,24.3,1948,7
USA.2593228,Indiana,23.76,1948,7
USA.2593229,Iowa,23.81,1948,7
USA.2593230,Kansas,25.35,1948,7
USA.2593231,Kentucky,24.88,1948,7
USA.2593232,Louisiana,28.86,1948,7
USA.2593233,Maine,19.1,1948,7
USA.2593234,Maryland,24.2,1948,7
USA.2593235,Massachusetts,21.56,1948,7
USA.2593236,Michigan,20.63,1948,7
USA.2593237,Minnesota,20.93,1948,7
USA.2593238,Mississippi,28.08,1948,7
USA.2593239,Missouri,25.11,1948,7
USA.2593240,Montana,18.2,1948,7
USA.2593241,Nebraska,23.54,1948,7
USA.2593242,Nevada,21.2,1948,7
USA.2593243,New Hampshire,19.63,1948,7
USA.2593244,New Jersey,23.44,1948,7
USA.2593245,New Mexico,22.99,1948,7
USA.2593246,New York,20.41,1948,7
USA.2593247,North Carolina,25.95,1948,7
USA.2593248,North Dakota,20.55,1948,7
USA.2593249,Ohio,23.23,1948,7
USA.2593250,Oklahoma,27.29,1948,7
USA.2593251,Oregon,15.87,1948,7
USA.2593252,Pennsylvania,21.89,1948,7
USA.2593253,Rhode Island,21.93,1948,7
USA.2593254,South Carolina,27.17,1948,7
USA.2593255,South Dakota,22.41,1948,7
USA.2593256,Tennessee,25.53,1948,7
USA.2593257,Texas,28.62,1948,7
USA.2593258,Utah,20.79,1948,7
USA.2593259,Vermont,19.48,1948,7
USA.2593260,Virginia,24.26,1948,7
USA.2593261,Washington,16.19,1948,7
USA.2593262,West Virginia,22.51,1948,7
USA.2593263,Wisconsin,21.22,1948,7
USA.2593264,Wyoming,18.47,1948,7
USA,United States of America,19.91,1948,8
USA.2593214,Alabama,25.99,1948,8
USA.2593215,Alaska,7.42,1948,8
USA.2593216,Arizona,25.48,1948,8
USA.2593217,Arkansas,25.84,1948,8
USA.2593218,California,21.54,1948,8
USA.2593219,Colorado,18.04,1948,8
USA.2593220,Connecticut,21.2,1948,8
USA.2593221,Delaware,23.51,1948,8
USA.2593222,District of Columbia,23.7,1948,8
USA.2593223,Florida,27.11,1948,8
USA.2593224,Georgia,25.8,1948,8
USA.2593225,Hawaii,21.25,1948,8
USA.2593226,Idaho,16.62,1948,8
USA.2593227,Illinois,23.56,1948,8
USA.2593228,Indiana,22.63,1948,8
USA.2593229,Iowa,23.26,1948,8
USA.2593230,Kansas,24.83,1948,8
USA.2593231,Kentucky,23.56,1948,8
USA.2593232,Louisiana,27.95,1948,8
USA.2593233,Maine,18.87,1948,8
USA.2593234,Maryland,23.13,1948,8
USA.2593235,Massachusetts,21.09,1948,8
USA.2593236,Michigan,19.96,1948,8
USA.2593237,Minnesota,20.08,1948,8
USA.2593238,Mississippi,26.48,1948,8
USA.2593239,Missouri,24.52,1948,8
USA.2593240,Montana,18.76,1948,8
USA.2593241,Nebraska,23.11,1948,8
USA.2593242,Nevada,20.06,1948,8
USA.2593243,New Hampshire,19.3,1948,8
USA.2593244,New Jersey,22.58,1948,8
USA.2593245,New Mexico,22.23,1948,8
USA.2593246,New York,19.57,1948,8
USA.2593247,North Carolina,24.32,1948,8
USA.2593248,North Dakota,20.22,1948,8
USA.2593249,Ohio,21.76,1948,8
USA.2593250,Oklahoma,26.32,1948,8
USA.2593251,Oregon,15.54,1948,8
USA.2593252,Pennsylvania,20.77,1948,8
USA.2593253,Rhode Island,21.65,1948,8
USA.2593254,South Carolina,25.52,1948,8
USA.2593255,South Dakota,21.97,1948,8
USA.2593256,Tennessee,24.03,1948,8
USA.2593257,Texas,28.55,1948,8
USA.2593258,Utah,19.98,1948,8
USA.2593259,Vermont,18.87,1948,8
USA.2593260,Virginia,22.86,1948,8
USA.2593261,Washington,15.97,1948,8
USA.2593262,West Virginia,21.46,1948,8
USA.2593263,Wisconsin,20.47,1948,8
USA.2593264,Wyoming,18.11,1948,8
USA,United States of America,16.37,1948,9
USA.2593214,Alabama,22.8,1948,9
USA.2593215,Alaska,2.7,1948,9
USA.2593216,Arizona,22.83,1948,9
USA.2593217,Arkansas,22.59,1948,9
USA.2593218,California,19.41,1948,9
USA.2593219,Colorado,15.39,1948,9
USA.2593220,Connecticut,17.2,1948,9
USA.2593221,Delaware,19.56,1948,9
USA.2593222,District of Columbia,20.13,1948,9
USA.2593223,Florida,26.09,1948,9
USA.2593224,Georgia,23.1,1948,9
USA.2593225,Hawaii,21.04,1948,9
USA.2593226,Idaho,12.57,1948,9
USA.2593227,Illinois,20.27,1948,9
USA.2593228,Indiana,19.65,1948,9
USA.2593229,Iowa,19.73,1948,9
USA.2593230,Kansas,21.77,1948,9
USA.2593231,Kentucky,20.62,1948,9
USA.2593232,Louisiana,24.17,1948,9
USA.2593233,Maine,13.77,1948,9
USA.2593234,Maryland,19.41,1948,9
USA.2593235,Massachusetts,16.71,1948,9
USA.2593236,Michigan,17.03,1948,9
USA.2593237,Minnesota,17.01,1948,9
USA.2593238,Mississippi,22.61,1948,9
USA.2593239,Missouri,21.14,1948,9
USA.2593240,Montana,14.42,1948,9
USA.2593241,Nebraska,19.6,1948,9
USA.2593242,Nevada,16.15,1948,9
USA.2593243,New Hampshire,14.6,1948,9
USA.2593244,New Jersey,18.81,1948,9
USA.2593245,New Mexico,19.01,1948,9
USA.2593246,New York,15.99,1948,9
USA.2593247,North Carolina,21.02,1948,9
USA.2593248,North Dakota,17.24,1948,9
USA.2593249,Ohio,18.95,1948,9
USA.2593250,Oklahoma,23.35,1948,9
USA.2593251,Oregon,12.37,1948,9
USA.2593252,Pennsylvania,17.32,1948,9
USA.2593253,Rhode Island,17.5,1948,9
USA.2593254,South Carolina,22.28,1948,9
USA.2593255,South Dakota,18.97,1948,9
USA.2593256,Tennessee,20.84,1948,9
USA.2593257,Texas,24.37,1948,9
USA.2593258,Utah,16.36,1948,9
USA.2593259,Vermont,14.32,1948,9
USA.2593260,Virginia,19.34,1948,9
USA.2593261,Washington,12.92,1948,9
USA.2593262,West Virginia,18.25,1948,9
USA.2593263,Wisconsin,17.25,1948,9
USA.2593264,Wyoming,14.57,1948,9
USA,United States of America,9.34,1948,10
USA.2593214,Alabama,16.57,1948,10
USA.2593215,Alaska,-4.62,1948,10
USA.2593216,Arizona,16.26,1948,10
USA.2593217,Arkansas,15.64,1948,10
USA.2593218,California,14.58,1948,10
USA.2593219,Colorado,7.73,1948,10
USA.2593220,Connecticut,10.6,1948,10
USA.2593221,Delaware,12.7,1948,10
USA.2593222,District of Columbia,12.97,1948,10
USA.2593223,Florida,21.95,1948,10
USA.2593224,Georgia,16.58,1948,10
USA.2593225,Hawaii,20.32,1948,10
USA.2593226,Idaho,7.04,1948,10
USA.2593227,Illinois,11.59,1948,10
USA.2593228,Indiana,10.77,1948,10
USA.2593229,Iowa,10.56,1948,10
USA.2593230,Kansas,13.38,1948,10
USA.2593231,Kentucky,12.32,1948,10
USA.2593232,Louisiana,19.02,1948,10
USA.2593233,Maine,6.89,1948,10
USA.2593234,Maryland,12.31,1948,10
USA.2593235,Massachusetts,10.1,1948,10
USA.2593236,Michigan,8.39,1948,10
USA.2593237,Minnesota,8.54,1948,10
USA.2593238,Mississippi,17.01,1948,10
USA.2593239,Missouri,13.09,1948,10
USA.2593240,Montana,7.58,1948,10
USA.2593241,Nebraska,10.35,1948,10
USA.2593242,Nevada,10.04,1948,10
USA.2593243,New Hampshire,7.77,1948,10
USA.2593244,New Jersey,11.72,1948,10
USA.2593245,New Mexico,12.32,1948,10
USA.2593246,New York,8.18,1948,10
USA.2593247,North Carolina,14.01,1948,10
USA.2593248,North Dakota,7.71,1948,10
USA.2593249,Ohio,9.9,1948,10
USA.2593250,Oklahoma,16.04,1948,10
USA.2593251,Oregon,7.87,1948,10
USA.2593252,Pennsylvania,9.67,1948,10
USA.2593253,Rhode Island,11.26,1948,10
USA.2593254,South Carolina,15.55,1948,10
USA.2593255,South Dakota,9.32,1948,10
USA.2593256,Tennessee,13.37,1948,10
USA.2593257,Texas,18.83,1948,10
USA.2593258,Utah,9.05,1948,10
USA.2593259,Vermont,6.9,1948,10
USA.2593260,Virginia,12.3,1948,10
USA.2593261,Washington,7.66,1948,10
USA.2593262,West Virginia,10.45,1948,10
USA.2593263,Wisconsin,8.44,1948,10
USA.2593264,Wyoming,6.77,1948,10
USA,United States of America,2.15,1948,11
USA.2593214,Alabama,13.6,1948,11
USA.2593215,Alaska,-16.49,1948,11
USA.2593216,Arizona,7.02,1948,11
USA.2593217,Arkansas,10.62,1948,11
USA.2593218,California,8.33,1948,11
USA.2593219,Colorado,-1.69,1948,11
USA.2593220,Connecticut,7.82,1948,11
USA.2593221,Delaware,10.85,1948,11
USA.2593222,District of Columbia,10.77,1948,11
USA.2593223,Florida,21.55,1948,11
USA.2593224,Georgia,15.28,1948,11
USA.2593225,Hawaii,19.18,1948,11
USA.2593226,Idaho,-1.22,1948,11
USA.2593227,Illinois,6.78,1948,11
USA.2593228,Indiana,7.55,1948,11
USA.2593229,Iowa,3.45,1948,11
USA.2593230,Kansas,5.2,1948,11
USA.2593231,Kentucky,9.42,1948,11
USA.2593232,Louisiana,14.9,1948,11
USA.2593233,Maine,3.59,1948,11
USA.2593234,Maryland,10.22,1948,11
USA.2593235,Massachusetts,7.48,1948,11
USA.2593236,Michigan,4.43,1948,11
USA.2593237,Minnesota,-0.69,1948,11
USA.2593238,Mississippi,13.24,1948,11
USA.2593239,Missouri,7.67,1948,11
USA.2593240,Montana,-0.64,1948,11
USA.2593241,Nebraska,1.64,1948,11
USA.2593242,Nevada,1.87,1948,11
USA.2593243,New Hampshire,5.04,1948,11
USA.2593244,New Jersey,9.48,1948,11
USA.2593245,New Mexico,3.5,1948,11
USA.2593246,New York,6.37,1948,11
USA.2593247,North Carolina,12.98,1948,11
USA.2593248,North Dakota,-1.76,1948,11
USA.2593249,Ohio,7.77,1948,11
USA.2593250,Oklahoma,8.92,1948,11
USA.2593251,Oregon,1.7,1948,11
USA.2593252,Pennsylvania,7.31,1948,11
USA.2593253,Rhode Island,8.67,1948,11
USA.2593254,South Carolina,14.84,1948,11
USA.2593255,South Dakota,0.29,1948,11
USA.2593256,Tennessee,10.23,1948,11
USA.2593257,Texas,12.33,1948,11
USA.2593258,Utah,-0.6,1948,11
USA.2593259,Vermont,4.91,1948,11
USA.2593260,Virginia,10.34,1948,11
USA.2593261,Washington,1.88,1948,11
USA.2593262,West Virginia,8.45,1948,11
USA.2593263,Wisconsin,1.98,1948,11
USA.2593264,Wyoming,-2.68,1948,11
USA,United States of America,-3.0,1948,12
USA.2593214,Alabama,10.58,1948,12
USA.2593215,Alaska,-22.24,1948,12
USA.2593216,Arizona,4.65,1948,12
USA.2593217,Arkansas,7.25,1948,12
USA.2593218,California,3.56,1948,12
USA.2593219,Colorado,-4.04,1948,12
USA.2593220,Connecticut,-0.18,1948,12
USA.2593221,Delaware,3.95,1948,12
USA.2593222,District of Columbia,3.8,1948,12
USA.2593223,Florida,18.46,1948,12
USA.2593224,Georgia,11.19,1948,12
USA.2593225,Hawaii,18.18,1948,12
USA.2593226,Idaho,-8.3,1948,12
USA.2593227,Illinois,0.65,1948,12
USA.2593228,Indiana,1.3,1948,12
USA.2593229,Iowa,-4.09,1948,12
USA.2593230,Kansas,0.91,1948,12
USA.2593231,Kentucky,4.31,1948,12
USA.2593232,Louisiana,12.97,1948,12
USA.2593233,Maine,-4.61,1948,12
USA.2593234,Maryland,3.27,1948,12
USA.2593235,Massachusetts,-0.31,1948,12
USA.2593236,Michigan,-3.17,1948,12
USA.2593237,Minnesota,-10.11,1948,12
USA.2593238,Mississippi,10.54,1948,12
USA.2593239,Missouri,2.54,1948,12
USA.2593240,Montana,-10.32,1948,12
USA.2593241,Nebraska,-4.18,1948,12
USA.2593242,Nevada,-3.33,1948,12
USA.2593243,New Hampshire,-2.86,1948,12
USA.2593244,New Jersey,1.78,1948,12
USA.2593245,New Mexico,3.17,1948,12
USA.2593246,New York,-2.38,1948,12
USA.2593247,North Carolina,7.65,1948,12
USA.2593248,North Dakota,-12.08,1948,12
USA.2593249,Ohio,1.23,1948,12
USA.2593250,Oklahoma,5.84,1948,12
USA.2593251,Oregon,-3.3,1948,12
USA.2593252,Pennsylvania,-0.23,1948,12
USA.2593253,Rhode Island,1.11,1948,12
USA.2593254,South Carolina,10.01,1948,12
USA.2593255,South Dakota,-7.11,1948,12
USA.2593256,Tennessee,5.99,1948,12
USA.2593257,Texas,11.1,1948,12
USA.2593258,Utah,-4.67,1948,12
USA.2593259,Vermont,-3.62,1948,12
USA.2593260,Virginia,4.57,1948,12
USA.2593261,Washington,-4.02,1948,12
USA.2593262,West Virginia,2.6,1948,12
USA.2593263,Wisconsin,-6.73,1948,12
USA.2593264,Wyoming,-7.53,1948,12
USA,United States of America,-5.23,1949,1
USA.2593214,Alabama,12.38,1949,1
USA.2593215,Alaska,-18.41,1949,1
USA.2593216,Arizona,0.23,1949,1
USA.2593217,Arkansas,6.03,1949,1
USA.2593218,California,1.32,1949,1
USA.2593219,Colorado,-9.9,1949,1
USA.2593220,Connecticut,0.25,1949,1
USA.2593221,Delaware,5.75,1949,1
USA.2593222,District of Columbia,6.1,1949,1
USA.2593223,Florida,18.28,1949,1
USA.2593224,Georgia,13.24,1949,1
USA.2593225,Hawaii,17.21,1949,1
USA.2593226,Idaho,-13.79,1949,1
USA.2593227,Illinois,-1.51,1949,1
USA.2593228,Indiana,1.19,1949,1
USA.2593229,Iowa,-8.18,1949,1
USA.2593230,Kansas,-5.63,1949,1
USA.2593231,Kentucky,5.77,1949,1
USA.2593232,Louisiana,12.62,1949,1
USA.2593233,Maine,-7.3,1949,1
USA.2593234,Maryland,5.19,1949,1
USA.2593235,Massachusetts,-0.55,1949,1
USA.2593236,Michigan,-4.07,1949,1
USA.2593237,Minnesota,-12.94,1949,1
USA.2593238,Mississippi,11.51,1949,1
USA.2593239,Missouri,-1.16,1949,1
USA.2593240,Montana,-15.59,1949,1
USA.2593241,Nebraska,-11.32,1949,1
USA.2593242,Nevada,-7.61,1949,1
USA.2593243,New Hampshire,-3.85,1949,1
USA.2593244,New Jersey,3.13,1949,1
USA.2593245,New Mexico,-2.39,1949,1
USA.2593246,New York,-2.66,1949,1
USA.2593247,North Carolina,9.98,1949,1
USA.2593248,North Dakota,-17.2,1949,1
USA.2593249,Ohio,2.02,1949,1
USA.2593250,Oklahoma,-0.28,1949,1
USA.2593251,Oregon,-7.91,1949,1
USA.2593252,Pennsylvania,1.05,1949,1
USA.2593253,Rhode Island,1.22,1949,1
USA.2593254,South Carolina,12.56,1949,1
USA.2593255,South Dakota,-13.58,1949,1
USA.2593256,Tennessee,7.79,1949,1
USA.2593257,Texas,5.09,1949,1
USA.2593258,Utah,-11.24,1949,1
USA.2593259,Vermont,-4.66,1949,1
USA.2593260,Virginia,6.88,1949,1
USA.2593261,Washington,-8.93,1949,1
USA.2593262,West Virginia,4.66,1949,1
USA.2593263,Wisconsin,-8.43,1949,1
USA.2593264,Wyoming,-14.72,1949,1
USA,United States of America,-3.29,1949,2
USA.2593214,Alabama,12.17,1949,2
USA.2593215,Alaska,-21.5,1949,2
USA.2593216,Arizona,3.49,1949,2
USA.2593217,Arkansas,7.85,1949,2
USA.2593218,California,4.28,1949,2
USA.2593219,Colorado,-5.67,1949,2
USA.2593220,Connecticut,-0.01,1949,2
USA.2593221,Delaware,5.61,1949,2
USA.2593222,District of Columbia,6.1,1949,2
USA.2593223,Florida,19.74,1949,2
USA.2593224,Georgia,13.26,1949,2
USA.2593225,Hawaii,17.55,1949,2
USA.2593226,Idaho,-6.17,1949,2
USA.2593227,Illinois,-0.7,1949,2
USA.2593228,Indiana,1.35,1949,2
USA.2593229,Iowa,-7.3,1949,2
USA.2593230,Kansas,-0.58,1949,2
USA.2593231,Kentucky,5.47,1949,2
USA.2593232,Louisiana,13.82,1949,2
USA.2593233,Maine,-8.13,1949,2
USA.2593234,Maryland,5.27,1949,2
USA.2593235,Massachusetts,-0.98,1949,2
USA.2593236,Michigan,-4.94,1949,2
USA.2593237,Minnesota,-13.73,1949,2
USA.2593238,Mississippi,11.3,1949,2
USA.2593239,Missouri,1.37,1949,2
USA.2593240,Montana,-10.98,1949,2
USA.2593241,Nebraska,-5.92,1949,2
USA.2593242,Nevada,-3.8,1949,2
USA.2593243,New Hampshire,-4.23,1949,2
USA.2593244,New Jersey,3.01,1949,2
USA.2593245,New Mexico,2.03,1949,2
USA.2593246,New York,-2.58,1949,2
USA.2593247,North Carolina,9.65,1949,2
USA.2593248,North Dakota,-16.9,1949,2
USA.2593249,Ohio,1.87,1949,2
USA.2593250,Oklahoma,4.6,1949,2
USA.2593251,Oregon,-1.05,1949,2
USA.2593252,Pennsylvania,1.0,1949,2
USA.2593253,Rhode Island,0.61,1949,2
USA.2593254,South Carolina,12.27,1949,2
USA.2593255,South Dakota,-10.53,1949,2
USA.2593256,Tennessee,7.21,1949,2
USA.2593257,Texas,10.56,1949,2
USA.2593258,Utah,-6.89,1949,2
USA.2593259,Vermont,-4.99,1949,2
USA.2593260,Virginia,6.74,1949,2
USA.2593261,Washington,-2.49,1949,2
USA.2593262,West Virginia,4.41,1949,2
USA.2593263,Wisconsin,-9.06,1949,2
USA.2593264,Wyoming,-8.57,1949,2
USA,United States of America,2.71,1949,3
USA.2593214,Alabama,12.6,1949,3
USA.2593215,Alaska,-9.69,1949,3
USA.2593216,Arizona,8.93,1949,3
USA.2593217,Arkansas,10.67,1949,3
USA.2593218,California,7.84,1949,3
USA.2593219,Colorado,0.53,1949,3
USA.2593220,Connecticut,2.53,1949,3
USA.2593221,Delaware,7.52,1949,3
USA.2593222,District of Columbia,7.87,1949,3
USA.2593223,Florida,18.08,1949,3
USA.2593224,Georgia,13.03,1949,3
USA.2593225,Hawaii,17.34,1949,3
USA.2593226,Idaho,0.54,1949,3
USA.2593227,Illinois,4.5,1949,3
USA.2593228,Indiana,4.82,1949,3
USA.2593229,Iowa,0.95,1949,3
USA.2593230,Kansas,5.46,1949,3
USA.2593231,Kentucky,7.08,1949,3
USA.2593232,Louisiana,14.92,1949,3
USA.2593233,Maine,-2.93,1949,3
USA.2593234,Maryland,7.03,1949,3
USA.2593235,Massachusetts,2.17,1949,3
USA.2593236,Michigan,-1.26,1949,3
USA.2593237,Minnesota,-4.8,1949,3
USA.2593238,Mississippi,12.72,1949,3
USA.2593239,Missouri,6.07,1949,3
USA.2593240,Montana,-2.33,1949,3
USA.2593241,Nebraska,1.6,1949,3
USA.2593242,Nevada,2.77,1949,3
USA.2593243,New Hampshire,-0.45,1949,3
