code,state,value,year,month
USA.2593230,Kansas,26.26,1901,2
USA.2593231,Kentucky,38.18,1901,2
USA.2593232,Louisiana,125.29,1901,2
USA.2593233,Maine,36.67,1901,2
USA.2593234,Maryland,17.35,1901,2
USA.2593235,Massachusetts,24.47,1901,2
USA.2593236,Michigan,33.78,1901,2
USA.2593237,Minnesota,10.78,1901,2
USA.2593238,Mississippi,116.69,1901,2
USA.2593239,Missouri,42.87,1901,2
USA.2593240,Montana,18.67,1901,2
USA.2593241,Nebraska,21.4,1901,2
USA.2593242,Nevada,55.31,1901,2
USA.2593243,New Hampshire,21.82,1901,2
USA.2593244,New Jersey,23.94,1901,2
USA.2593245,New Mexico,24.45,1901,2
USA.2593246,New York,38.42,1901,2
USA.2593247,North Carolina,48.97,1901,2
USA.2593248,North Dakota,10.24,1901,2
USA.2593249,Ohio,31.43,1901,2
USA.2593250,Oklahoma,24.86,1901,2
USA.2593251,Oregon,117.4,1901,2
USA.2593252,Pennsylvania,25.54,1901,2
USA.2593253,Rhode Island,29.37,1901,2
USA.2593254,South Carolina,77.37,1901,2
USA.2593255,South Dakota,11.04,1901,2
USA.2593256,Tennessee,47.48,1901,2
USA.2593257,Texas,34.38,1901,2
USA.2593258,Utah,47.48,1901,2
USA.2593259,Vermont,27.89,1901,2
USA.2593260,Virginia,21.42,1901,2
USA.2593261,Washington,137.17,1901,2
USA.2593262,West Virginia,25.66,1901,2
USA.2593263,Wisconsin,16.17,1901,2
USA.2593264,Wyoming,27.49,1901,2
USA,United States of America,52.02,1901,3
USA.2593214,Alabama,151.07,1901,3
USA.2593215,Alaska,32.24,1901,3
USA.2593216,Arizona,11.98,1901,3
USA.2593217,Arkansas,105.37,1901,3
USA.2593218,California,21.54,1901,3
USA.2593219,Colorado,36.09,1901,3
USA.2593220,Connecticut,178.12,1901,3
USA.2593221,Delaware,90.44,1901,3
USA.2593222,District of Columbia,80.89,1901,3
USA.2593223,Florida,125.86,1901,3
USA.2593224,Georgia,153.65,1901,3
USA.2593225,Hawaii,286.12,1901,3
USA.2593226,Idaho,36.51,1901,3
USA.2593227,Illinois,85.78,1901,3
USA.2593228,Indiana,86.87,1901,3
USA.2593229,Iowa,63.16,1901,3
USA.2593230,Kansas,40.04,1901,3
USA.2593231,Kentucky,94.52,1901,3
USA.2593232,Louisiana,81.9,1901,3
USA.2593233,Maine,135.29,1901,3
USA.2593234,Maryland,89.21,1901,3
USA.2593235,Massachusetts,167.98,1901,3
USA.2593236,Michigan,73.73,1901,3
USA.2593237,Minnesota,44.74,1901,3
USA.2593238,Mississippi,97.65,1901,3
USA.2593239,Missouri,89.21,1901,3
USA.2593240,Montana,20.31,1901,3
USA.2593241,Nebraska,43.37,1901,3
USA.2593242,Nevada,11.56,1901,3
USA.2593243,New Hampshire,123.19,1901,3
USA.2593244,New Jersey,130.83,1901,3
USA.2593245,New Mexico,9.94,1901,3
USA.2593246,New York,93.65,1901,3
USA.2593247,North Carolina,111.05,1901,3
USA.2593248,North Dakota,20.12,1901,3
USA.2593249,Ohio,69.57,1901,3
USA.2593250,Oklahoma,44.18,1901,3
USA.2593251,Oregon,69.29,1901,3
USA.2593252,Pennsylvania,100.82,1901,3
USA.2593253,Rhode Island,203.22,1901,3
USA.2593254,South Carolina,111.66,1901,3
USA.2593255,South Dakota,19.01,1901,3
USA.2593256,Tennessee,109.88,1901,3
USA.2593257,Texas,22.49,1901,3
USA.2593258,Utah,22.27,1901,3
USA.2593259,Vermont,103.39,1901,3
USA.2593260,Virginia,92.63,1901,3
USA.2593261,Washington,79.14,1901,3
USA.2593262,West Virginia,90.52,1901,3
USA.2593263,Wisconsin,67.06,1901,3
USA.2593264,Wyoming,27.99,1901,3
USA,United States of America,57.5,1901,4
USA.2593214,Alabama,133.94,1901,4
USA.2593215,Alaska,29.13,1901,4
USA.2593216,Arizona,4.2,1901,4
USA.2593217,Arkansas,95.56,1901,4
USA.2593218,California,50.84,1901,4
USA.2593219,Colorado,54.69,1901,4
USA.2593220,Connecticut,219.91,1901,4
USA.2593221,Delaware,129.82,1901,4
USA.2593222,District of Columbia,154.43,1901,4
USA.2593223,Florida,69.22,1901,4
USA.2593224,Georgia,106.06,1901,4
USA.2593225,Hawaii,167.99,1901,4
USA.2593226,Idaho,32.71,1901,4
USA.2593227,Illinois,43.12,1901,4
USA.2593228,Indiana,66.87,1901,4
USA.2593229,Iowa,47.35,1901,4
USA.2593230,Kansas,88.81,1901,4
USA.2593231,Kentucky,104.94,1901,4
USA.2593232,Louisiana,118.55,1901,4
USA.2593233,Maine,151.82,1901,4
USA.2593234,Maryland,146.55,1901,4
USA.2593235,Massachusetts,195.22,1901,4
USA.2593236,Michigan,32.99,1901,4
USA.2593237,Minnesota,44.29,1901,4
USA.2593238,Mississippi,121.11,1901,4
USA.2593239,Missouri,72.02,1901,4
USA.2593240,Montana,26.8,1901,4
USA.2593241,Nebraska,60.9,1901,4
USA.2593242,Nevada,16.41,1901,4
USA.2593243,New Hampshire,143.38,1901,4
USA.2593244,New Jersey,159.67,1901,4
USA.2593245,New Mexico,17.12,1901,4
USA.2593246,New York,125.9,1901,4
USA.2593247,North Carolina,148.18,1901,4
USA.2593248,North Dakota,20.87,1901,4
USA.2593249,Ohio,99.83,1901,4
USA.2593250,Oklahoma,72.08,1901,4
USA.2593251,Oregon,57.86,1901,4
USA.2593252,Pennsylvania,147.38,1901,4
USA.2593253,Rhode Island,212.89,1901,4
USA.2593254,South Carolina,131.82,1901,4
USA.2593255,South Dakota,34.31,1901,4
USA.2593256,Tennessee,123.23,1901,4
USA.2593257,Texas,40.34,1901,4
USA.2593258,Utah,19.05,1901,4
USA.2593259,Vermont,96.96,1901,4
USA.2593260,Virginia,164.79,1901,4
USA.2593261,Washington,91.56,1901,4
USA.2593262,West Virginia,183.0,1901,4
USA.2593263,Wisconsin,25.03,1901,4
USA.2593264,Wyoming,36.89,1901,4
USA,United States of America,59.91,1901,5
USA.2593214,Alabama,126.36,1901,5
USA.2593215,Alaska,28.09,1901,5
USA.2593216,Arizona,12.7,1901,5
USA.2593217,Arkansas,67.34,1901,5
USA.2593218,California,32.04,1901,5
USA.2593219,Colorado,56.12,1901,5
USA.2593220,Connecticut,169.7,1901,5
USA.2593221,Delaware,97.17,1901,5
USA.2593222,District of Columbia,84.8,1901,5
USA.2593223,Florida,112.7,1901,5
USA.2593224,Georgia,139.76,1901,5
USA.2593225,Hawaii,110.15,1901,5
USA.2593226,Idaho,42.26,1901,5
USA.2593227,Illinois,47.2,1901,5
USA.2593228,Indiana,61.29,1901,5
USA.2593229,Iowa,62.37,1901,5
USA.2593230,Kansas,43.43,1901,5
USA.2593231,Kentucky,81.96,1901,5
USA.2593232,Louisiana,53.08,1901,5
USA.2593233,Maine,95.59,1901,5
USA.2593234,Maryland,100.96,1901,5
USA.2593235,Massachusetts,167.54,1901,5
USA.2593236,Michigan,59.64,1901,5
USA.2593237,Minnesota,33.08,1901,5
USA.2593238,Mississippi,89.54,1901,5
USA.2593239,Missouri,38.74,1901,5
USA.2593240,Montana,67.42,1901,5
USA.2593241,Nebraska,48.85,1901,5
USA.2593242,Nevada,20.72,1901,5
USA.2593243,New Hampshire,143.85,1901,5
USA.2593244,New Jersey,132.9,1901,5
USA.2593245,New Mexico,34.3,1901,5
USA.2593246,New York,126.22,1901,5
USA.2593247,North Carolina,184.22,1901,5
USA.2593248,North Dakota,7.16,1901,5
USA.2593249,Ohio,107.08,1901,5
USA.2593250,Oklahoma,119.43,1901,5
USA.2593251,Oregon,41.35,1901,5
USA.2593252,Pennsylvania,135.2,1901,5
USA.2593253,Rhode Island,180.63,1901,5
USA.2593254,South Carolina,168.64,1901,5
USA.2593255,South Dakota,39.5,1901,5
USA.2593256,Tennessee,101.56,1901,5
USA.2593257,Texas,74.58,1901,5
USA.2593258,Utah,31.37,1901,5
USA.2593259,Vermont,123.1,1901,5
USA.2593260,Virginia,150.16,1901,5
USA.2593261,Washington,58.88,1901,5
USA.2593262,West Virginia,153.33,1901,5
USA.2593263,Wisconsin,56.4,1901,5
USA.2593264,Wyoming,58.06,1901,5
USA,United States of America,62.51,1901,6
USA.2593214,Alabama,78.14,1901,6
USA.2593215,Alaska,40.35,1901,6
USA.2593216,Arizona,0.65,1901,6
USA.2593217,Arkansas,34.46,1901,6
USA.2593218,California,0.95,1901,6
USA.2593219,Colorado,32.51,1901,6
USA.2593220,Connecticut,40.1,1901,6
USA.2593221,Delaware,59.34,1901,6
USA.2593222,District of Columbia,81.31,1901,6
USA.2593223,Florida,248.31,1901,6
USA.2593224,Georgia,154.44,1901,6
USA.2593225,Hawaii,63.99,1901,6
USA.2593226,Idaho,29.14,1901,6
USA.2593227,Illinois,87.08,1901,6
USA.2593228,Indiana,109.91,1901,6
USA.2593229,Iowa,98.49,1901,6
USA.2593230,Kansas,52.98,1901,6
USA.2593231,Kentucky,110.54,1901,6
USA.2593232,Louisiana,74.03,1901,6
USA.2593233,Maine,77.11,1901,6
USA.2593234,Maryland,78.04,1901,6
USA.2593235,Massachusetts,40.76,1901,6
USA.2593236,Michigan,66.27,1901,6
USA.2593237,Minnesota,165.93,1901,6
USA.2593238,Mississippi,64.64,1901,6
USA.2593239,Missouri,48.78,1901,6
USA.2593240,Montana,78.53,1901,6
USA.2593241,Nebraska,117.03,1901,6
USA.2593242,Nevada,2.65,1901,6
USA.2593243,New Hampshire,59.2,1901,6
USA.2593244,New Jersey,41.42,1901,6
USA.2593245,New Mexico,9.51,1901,6
USA.2593246,New York,84.56,1901,6
USA.2593247,North Carolina,144.04,1901,6
USA.2593248,North Dakota,155.84,1901,6
USA.2593249,Ohio,122.29,1901,6
USA.2593250,Oklahoma,46.75,1901,6
USA.2593251,Oregon,21.57,1901,6
USA.2593252,Pennsylvania,89.17,1901,6
USA.2593253,Rhode Island,37.23,1901,6
USA.2593254,South Carolina,173.02,1901,6
USA.2593255,South Dakota,148.47,1901,6
USA.2593256,Tennessee,78.12,1901,6
USA.2593257,Texas,22.74,1901,6
USA.2593258,Utah,6.04,1901,6
USA.2593259,Vermont,88.15,1901,6
USA.2593260,Virginia,123.48,1901,6
USA.2593261,Washington,53.38,1901,6
USA.2593262,West Virginia,158.56,1901,6
USA.2593263,Wisconsin,110.21,1901,6
USA.2593264,Wyoming,51.07,1901,6
USA,United States of America,59.05,1901,7
USA.2593214,Alabama,96.89,1901,7
USA.2593215,Alaska,54.96,1901,7
USA.2593216,Arizona,39.42,1901,7
USA.2593217,Arkansas,62.04,1901,7
USA.2593218,California,1.2,1901,7
USA.2593219,Colorado,27.73,1901,7
USA.2593220,Connecticut,117.36,1901,7
USA.2593221,Delaware,148.27,1901,7
USA.2593222,District of Columbia,164.6,1901,7
USA.2593223,Florida,185.67,1901,7
USA.2593224,Georgia,108.86,1901,7
USA.2593225,Hawaii,96.97,1901,7
USA.2593226,Idaho,8.43,1901,7
USA.2593227,Illinois,61.43,1901,7
USA.2593228,Indiana,34.23,1901,7
USA.2593229,Iowa,59.89,1901,7
USA.2593230,Kansas,54.88,1901,7
USA.2593231,Kentucky,51.09,1901,7
USA.2593232,Louisiana,172.63,1901,7
USA.2593233,Maine,99.91,1901,7
USA.2593234,Maryland,153.76,1901,7
USA.2593235,Massachusetts,125.09,1901,7
USA.2593236,Michigan,116.05,1901,7
USA.2593237,Minnesota,92.72,1901,7
USA.2593238,Mississippi,101.56,1901,7
USA.2593239,Missouri,47.91,1901,7
USA.2593240,Montana,29.62,1901,7
USA.2593241,Nebraska,38.91,1901,7
USA.2593242,Nevada,5.03,1901,7
USA.2593243,New Hampshire,131.91,1901,7
USA.2593244,New Jersey,141.65,1901,7
USA.2593245,New Mexico,74.15,1901,7
USA.2593246,New York,105.51,1901,7
USA.2593247,North Carolina,153.74,1901,7
USA.2593248,North Dakota,90.42,1901,7
USA.2593249,Ohio,71.65,1901,7
USA.2593250,Oklahoma,53.93,1901,7
USA.2593251,Oregon,2.7,1901,7
USA.2593252,Pennsylvania,98.21,1901,7
USA.2593253,Rhode Island,115.2,1901,7
USA.2593254,South Carolina,114.57,1901,7
USA.2593255,South Dakota,53.84,1901,7
USA.2593256,Tennessee,55.16,1901,7
USA.2593257,Texas,58.77,1901,7
USA.2593258,Utah,10.37,1901,7
USA.2593259,Vermont,119.32,1901,7
USA.2593260,Virginia,126.21,1901,7
USA.2593261,Washington,15.71,1901,7
USA.2593262,West Virginia,83.46,1901,7
USA.2593263,Wisconsin,115.1,1901,7
USA.2593264,Wyoming,18.93,1901,7
USA,United States of America,71.21,1901,8
USA.2593214,Alabama,199.7,1901,8
USA.2593215,Alaska,77.17,1901,8
USA.2593216,Arizona,45.12,1901,8
USA.2593217,Arkansas,73.86,1901,8
USA.2593218,California,4.58,1901,8
USA.2593219,Colorado,61.12,1901,8
USA.2593220,Connecticut,175.47,1901,8
USA.2593221,Delaware,191.67,1901,8
USA.2593222,District of Columbia,156.15,1901,8
USA.2593223,Florida,286.02,1901,8
USA.2593224,Georgia,209.33,1901,8
USA.2593225,Hawaii,83.49,1901,8
USA.2593226,Idaho,13.22,1901,8
USA.2593227,Illinois,46.68,1901,8
USA.2593228,Indiana,73.32,1901,8
USA.2593229,Iowa,35.56,1901,8
USA.2593230,Kansas,67.93,1901,8
USA.2593231,Kentucky,115.2,1901,8
USA.2593232,Louisiana,123.73,1901,8
USA.2593233,Maine,108.41,1901,8
USA.2593234,Maryland,164.14,1901,8
USA.2593235,Massachusetts,118.71,1901,8
USA.2593236,Michigan,60.83,1901,8
USA.2593237,Minnesota,56.78,1901,8
USA.2593238,Mississippi,156.65,1901,8
USA.2593239,Missouri,54.24,1901,8
USA.2593240,Montana,12.77,1901,8
USA.2593241,Nebraska,55.7,1901,8
USA.2593242,Nevada,26.66,1901,8
USA.2593243,New Hampshire,107.59,1901,8
USA.2593244,New Jersey,218.86,1901,8
USA.2593245,New Mexico,46.83,1901,8
USA.2593246,New York,131.32,1901,8
USA.2593247,North Carolina,252.13,1901,8
USA.2593248,North Dakota,42.54,1901,8
USA.2593249,Ohio,75.05,1901,8
USA.2593250,Oklahoma,41.4,1901,8
USA.2593251,Oregon,8.35,1901,8
USA.2593252,Pennsylvania,158.31,1901,8
USA.2593253,Rhode Island,105.15,1901,8
USA.2593254,South Carolina,218.57,1901,8
USA.2593255,South Dakota,56.17,1901,8
USA.2593256,Tennessee,198.3,1901,8
USA.2593257,Texas,35.57,1901,8
USA.2593258,Utah,49.97,1901,8
USA.2593259,Vermont,102.36,1901,8
USA.2593260,Virginia,199.85,1901,8
USA.2593261,Washington,3.56,1901,8
USA.2593262,West Virginia,131.41,1901,8
USA.2593263,Wisconsin,46.45,1901,8
USA.2593264,Wyoming,25.92,1901,8
USA,United States of America,62.33,1901,9
USA.2593214,Alabama,115.04,1901,9
USA.2593215,Alaska,60.7,1901,9
USA.2593216,Arizona,4.51,1901,9
USA.2593217,Arkansas,81.89,1901,9
USA.2593218,California,23.51,1901,9
USA.2593219,Colorado,15.96,1901,9
USA.2593220,Connecticut,103.04,1901,9
USA.2593221,Delaware,87.93,1901,9
USA.2593222,District of Columbia,69.71,1901,9
USA.2593223,Florida,197.73,1901,9
USA.2593224,Georgia,128.44,1901,9
USA.2593225,Hawaii,81.57,1901,9
USA.2593226,Idaho,33.38,1901,9
USA.2593227,Illinois,44.38,1901,9
USA.2593228,Indiana,39.05,1901,9
USA.2593229,Iowa,118.93,1901,9
USA.2593230,Kansas,72.53,1901,9
USA.2593231,Kentucky,89.42,1901,9
USA.2593232,Louisiana,102.44,1901,9
USA.2593233,Maine,77.78,1901,9
USA.2593234,Maryland,79.17,1901,9
USA.2593235,Massachusetts,92.81,1901,9
USA.2593236,Michigan,58.16,1901,9
USA.2593237,Minnesota,86.38,1901,9
USA.2593238,Mississippi,92.3,1901,9
USA.2593239,Missouri,54.75,1901,9
USA.2593240,Montana,47.17,1901,9
USA.2593241,Nebraska,101.84,1901,9
USA.2593242,Nevada,6.69,1901,9
USA.2593243,New Hampshire,75.45,1901,9
USA.2593244,New Jersey,84.06,1901,9
USA.2593245,New Mexico,28.41,1901,9
USA.2593246,New York,91.14,1901,9
USA.2593247,North Carolina,153.38,1901,9
USA.2593248,North Dakota,45.85,1901,9
USA.2593249,Ohio,63.93,1901,9
USA.2593250,Oklahoma,38.58,1901,9
USA.2593251,Oregon,59.42,1901,9
USA.2593252,Pennsylvania,85.7,1901,9
USA.2593253,Rhode Island,95.99,1901,9
USA.2593254,South Carolina,119.66,1901,9
USA.2593255,South Dakota,74.61,1901,9
USA.2593256,Tennessee,110.05,1901,9
USA.2593257,Texas,69.76,1901,9
USA.2593258,Utah,3.77,1901,9
USA.2593259,Vermont,77.75,1901,9
USA.2593260,Virginia,100.56,1901,9
USA.2593261,Washington,65.32,1901,9
USA.2593262,West Virginia,85.17,1901,9
USA.2593263,Wisconsin,99.68,1901,9
USA.2593264,Wyoming,14.82,1901,9
USA,United States of America,40.0,1901,10
USA.2593214,Alabama,26.66,1901,10
USA.2593215,Alaska,56.69,1901,10
USA.2593216,Arizona,21.51,1901,10
USA.2593217,Arkansas,52.13,1901,10
USA.2593218,California,35.56,1901,10
USA.2593219,Colorado,15.85,1901,10
USA.2593220,Connecticut,76.26,1901,10
USA.2593221,Delaware,37.15,1901,10
USA.2593222,District of Columbia,28.19,1901,10
USA.2593223,Florida,46.71,1901,10
USA.2593224,Georgia,31.36,1901,10
USA.2593225,Hawaii,133.94,1901,10
USA.2593226,Idaho,26.71,1901,10
USA.2593227,Illinois,51.06,1901,10
USA.2593228,Indiana,83.45,1901,10
USA.2593229,Iowa,47.29,1901,10
USA.2593230,Kansas,45.36,1901,10
USA.2593231,Kentucky,32.16,1901,10
USA.2593232,Louisiana,48.73,1901,10
USA.2593233,Maine,90.84,1901,10
USA.2593234,Maryland,31.43,1901,10
USA.2593235,Massachusetts,79.15,1901,10
USA.2593236,Michigan,82.26,1901,10
USA.2593237,Minnesota,55.67,1901,10
USA.2593238,Mississippi,38.65,1901,10
USA.2593239,Missouri,40.61,1901,10
USA.2593240,Montana,8.18,1901,10
USA.2593241,Nebraska,37.71,1901,10
USA.2593242,Nevada,24.64,1901,10
USA.2593243,New Hampshire,76.92,1901,10
USA.2593244,New Jersey,45.65,1901,10
USA.2593245,New Mexico,37.35,1901,10
USA.2593246,New York,52.65,1901,10
USA.2593247,North Carolina,41.69,1901,10
USA.2593248,North Dakota,26.82,1901,10
USA.2593249,Ohio,23.84,1901,10
USA.2593250,Oklahoma,44.32,1901,10
USA.2593251,Oregon,32.86,1901,10
USA.2593252,Pennsylvania,26.83,1901,10
USA.2593253,Rhode Island,69.29,1901,10
USA.2593254,South Carolina,25.31,1901,10
USA.2593255,South Dakota,38.19,1901,10
USA.2593256,Tennessee,30.35,1901,10
USA.2593257,Texas,34.47,1901,10
USA.2593258,Utah,23.22,1901,10
USA.2593259,Vermont,63.41,1901,10
USA.2593260,Virginia,28.11,1901,10
USA.2593261,Washington,51.35,1901,10
USA.2593262,West Virginia,16.89,1901,10
USA.2593263,Wisconsin,68.72,1901,10
USA.2593264,Wyoming,20.62,1901,10
USA,United States of America,35.47,1901,11
USA.2593214,Alabama,45.56,1901,11
USA.2593215,Alaska,39.87,1901,11
USA.2593216,Arizona,7.06,1901,11
USA.2593217,Arkansas,69.24,1901,11
USA.2593218,California,56.82,1901,11
USA.2593219,Colorado,5.69,1901,11
USA.2593220,Connecticut,58.17,1901,11
USA.2593221,Delaware,58.14,1901,11
USA.2593222,District of Columbia,61.81,1901,11
USA.2593223,Florida,23.31,1901,11
USA.2593224,Georgia,23.43,1901,11
USA.2593225,Hawaii,261.98,1901,11
USA.2593226,Idaho,32.91,1901,11
USA.2593227,Illinois,32.03,1901,11
USA.2593228,Indiana,31.45,1901,11
USA.2593229,Iowa,20.64,1901,11
USA.2593230,Kansas,12.94,1901,11
USA.2593231,Kentucky,36.4,1901,11
USA.2593232,Louisiana,61.35,1901,11
USA.2593233,Maine,59.55,1901,11
USA.2593234,Maryland,62.96,1901,11
USA.2593235,Massachusetts,62.28,1901,11
USA.2593236,Michigan,35.39,1901,11
USA.2593237,Minnesota,19.81,1901,11
USA.2593238,Mississippi,59.3,1901,11
USA.2593239,Missouri,36.04,1901,11
USA.2593240,Montana,15.74,1901,11
USA.2593241,Nebraska,11.17,1901,11
USA.2593242,Nevada,12.81,1901,11
USA.2593243,New Hampshire,53.66,1901,11
USA.2593244,New Jersey,62.3,1901,11
USA.2593245,New Mexico,24.32,1901,11
USA.2593246,New York,69.07,1901,11
USA.2593247,North Carolina,28.87,1901,11
USA.2593248,North Dakota,7.85,1901,11
USA.2593249,Ohio,40.62,1901,11
USA.2593250,Oklahoma,33.67,1901,11
USA.2593251,Oregon,77.84,1901,11
USA.2593252,Pennsylvania,69.43,1901,11
USA.2593253,Rhode Island,66.64,1901,11
USA.2593254,South Carolina,25.58,1901,11
USA.2593255,South Dakota,5.21,1901,11
USA.2593256,Tennessee,38.78,1901,11
USA.2593257,Texas,30.23,1901,11
USA.2593258,Utah,8.42,1901,11
USA.2593259,Vermont,58.56,1901,11
USA.2593260,Virginia,39.2,1901,11
USA.2593261,Washington,188.74,1901,11
USA.2593262,West Virginia,59.53,1901,11
USA.2593263,Wisconsin,25.11,1901,11
USA.2593264,Wyoming,8.9,1901,11
USA,United States of America,60.65,1901,12
USA.2593214,Alabama,173.47,1901,12
USA.2593215,Alaska,46.18,1901,12
USA.2593216,Arizona,5.04,1901,12
USA.2593217,Arkansas,108.97,1901,12
USA.2593218,California,39.29,1901,12
USA.2593219,Colorado,23.39,1901,12
USA.2593220,Connecticut,233.85,1901,12
USA.2593221,Delaware,167.85,1901,12
USA.2593222,District of Columbia,188.96,1901,12
USA.2593223,Florida,69.03,1901,12
USA.2593224,Georgia,138.31,1901,12
USA.2593225,Hawaii,250.49,1901,12
USA.2593226,Idaho,67.93,1901,12
USA.2593227,Illinois,67.2,1901,12
USA.2593228,Indiana,95.55,1901,12
USA.2593229,Iowa,22.99,1901,12
USA.2593230,Kansas,12.87,1901,12
USA.2593231,Kentucky,137.79,1901,12
USA.2593232,Louisiana,154.8,1901,12
USA.2593233,Maine,187.02,1901,12
USA.2593234,Maryland,176.97,1901,12
USA.2593235,Massachusetts,220.69,1901,12
USA.2593236,Michigan,56.75,1901,12
USA.2593237,Minnesota,15.98,1901,12
USA.2593238,Mississippi,174.95,1901,12
USA.2593239,Missouri,74.65,1901,12
USA.2593240,Montana,32.36,1901,12
USA.2593241,Nebraska,16.49,1901,12
USA.2593242,Nevada,25.83,1901,12
USA.2593243,New Hampshire,164.87,1901,12
USA.2593244,New Jersey,193.21,1901,12
USA.2593245,New Mexico,4.99,1901,12
USA.2593246,New York,136.3,1901,12
USA.2593247,North Carolina,157.97,1901,12
USA.2593248,North Dakota,22.03,1901,12
USA.2593249,Ohio,98.49,1901,12
USA.2593250,Oklahoma,29.54,1901,12
USA.2593251,Oregon,96.97,1901,12
USA.2593252,Pennsylvania,146.3,1901,12
USA.2593253,Rhode Island,254.08,1901,12
USA.2593254,South Carolina,127.3,1901,12
USA.2593255,South Dakota,14.64,1901,12
USA.2593256,Tennessee,170.1,1901,12
USA.2593257,Texas,21.19,1901,12
USA.2593258,Utah,27.01,1901,12
USA.2593259,Vermont,128.52,1901,12
USA.2593260,Virginia,170.99,1901,12
USA.2593261,Washington,113.58,1901,12
USA.2593262,West Virginia,173.74,1901,12
USA.2593263,Wisconsin,22.85,1901,12
USA.2593264,Wyoming,38.39,1901,12
USA,United States of America,36.96,1902,1
USA.2593214,Alabama,94.14,1902,1
USA.2593215,Alaska,38.2,1902,1
USA.2593216,Arizona,21.56,1902,1
USA.2593217,Arkansas,113.08,1902,1
USA.2593218,California,34.68,1902,1
USA.2593219,Colorado,16.72,1902,1
USA.2593220,Connecticut,65.9,1902,1
USA.2593221,Delaware,86.57,1902,1
USA.2593222,District of Columbia,78.3,1902,1
USA.2593223,Florida,19.9,1902,1
USA.2593224,Georgia,45.02,1902,1
USA.2593225,Hawaii,61.06,1902,1
USA.2593226,Idaho,32.15,1902,1
USA.2593227,Illinois,25.21,1902,1
USA.2593228,Indiana,37.81,1902,1
USA.2593229,Iowa,23.29,1902,1
USA.2593230,Kansas,18.84,1902,1
USA.2593231,Kentucky,139.08,1902,1
USA.2593232,Louisiana,59.71,1902,1
USA.2593233,Maine,79.71,1902,1
USA.2593234,Maryland,85.61,1902,1
USA.2593235,Massachusetts,57.42,1902,1
USA.2593236,Michigan,20.05,1902,1
USA.2593237,Minnesota,11.01,1902,1
USA.2593238,Mississippi,101.31,1902,1
USA.2593239,Missouri,36.71,1902,1
USA.2593240,Montana,11.62,1902,1
USA.2593241,Nebraska,16.45,1902,1
USA.2593242,Nevada,13.41,1902,1
USA.2593243,New Hampshire,59.05,1902,1
