code,state,value,year,month
USA.2593221,Delaware,197.0,1934,9
USA.2593222,District of Columbia,256.45,1934,9
USA.2593223,Florida,125.62,1934,9
USA.2593224,Georgia,63.31,1934,9
USA.2593225,Hawaii,182.79,1934,9
USA.2593226,Idaho,15.45,1934,9
USA.2593227,Illinois,165.19,1934,9
USA.2593228,Indiana,142.82,1934,9
USA.2593229,Iowa,123.29,1934,9
USA.2593230,Kansas,94.1,1934,9
USA.2593231,Kentucky,120.21,1934,9
USA.2593232,Louisiana,95.88,1934,9
USA.2593233,Maine,119.96,1934,9
USA.2593234,Maryland,232.47,1934,9
USA.2593235,Massachusetts,185.9,1934,9
USA.2593236,Michigan,115.17,1934,9
USA.2593237,Minnesota,77.59,1934,9
USA.2593238,Mississippi,100.88,1934,9
USA.2593239,Missouri,177.63,1934,9
USA.2593240,Montana,29.56,1934,9
USA.2593241,Nebraska,60.54,1934,9
USA.2593242,Nevada,6.06,1934,9
USA.2593243,New Hampshire,158.39,1934,9
USA.2593244,New Jersey,217.56,1934,9
USA.2593245,New Mexico,20.49,1934,9
USA.2593246,New York,131.0,1934,9
USA.2593247,North Carolina,140.52,1934,9
USA.2593248,North Dakota,22.67,1934,9
USA.2593249,Ohio,93.73,1934,9
USA.2593250,Oklahoma,144.14,1934,9
USA.2593251,Oregon,16.03,1934,9
USA.2593252,Pennsylvania,159.57,1934,9
USA.2593253,Rhode Island,124.73,1934,9
USA.2593254,South Carolina,91.63,1934,9
USA.2593255,South Dakota,42.53,1934,9
USA.2593256,Tennessee,108.22,1934,9
USA.2593257,Texas,52.24,1934,9
USA.2593258,Utah,9.73,1934,9
USA.2593259,Vermont,133.37,1934,9
USA.2593260,Virginia,167.79,1934,9
USA.2593261,Washington,48.84,1934,9
USA.2593262,West Virginia,108.59,1934,9
USA.2593263,Wisconsin,140.74,1934,9
USA.2593264,Wyoming,26.05,1934,9
USA,United States of America,44.83,1934,10
USA.2593214,Alabama,137.74,1934,10
USA.2593215,Alaska,59.99,1934,10
USA.2593216,Arizona,2.36,1934,10
USA.2593217,Arkansas,24.98,1934,10
USA.2593218,California,47.85,1934,10
USA.2593219,Colorado,3.42,1934,10
USA.2593220,Connecticut,81.66,1934,10
USA.2593221,Delaware,49.04,1934,10
USA.2593222,District of Columbia,19.77,1934,10
USA.2593223,Florida,101.81,1934,10
USA.2593224,Georgia,106.88,1934,10
USA.2593225,Hawaii,166.34,1934,10
USA.2593226,Idaho,50.74,1934,10
USA.2593227,Illinois,43.48,1934,10
USA.2593228,Indiana,14.66,1934,10
USA.2593229,Iowa,37.03,1934,10
USA.2593230,Kansas,35.08,1934,10
USA.2593231,Kentucky,29.02,1934,10
USA.2593232,Louisiana,45.99,1934,10
USA.2593233,Maine,69.07,1934,10
USA.2593234,Maryland,33.19,1934,10
USA.2593235,Massachusetts,77.33,1934,10
USA.2593236,Michigan,47.46,1934,10
USA.2593237,Minnesota,66.26,1934,10
USA.2593238,Mississippi,69.99,1934,10
USA.2593239,Missouri,60.06,1934,10
USA.2593240,Montana,30.77,1934,10
USA.2593241,Nebraska,22.4,1934,10
USA.2593242,Nevada,21.82,1934,10
USA.2593243,New Hampshire,56.94,1934,10
USA.2593244,New Jersey,58.4,1934,10
USA.2593245,New Mexico,13.04,1934,10
USA.2593246,New York,57.52,1934,10
USA.2593247,North Carolina,51.95,1934,10
USA.2593248,North Dakota,23.63,1934,10
USA.2593249,Ohio,16.56,1934,10
USA.2593250,Oklahoma,32.82,1934,10
USA.2593251,Oregon,91.53,1934,10
USA.2593252,Pennsylvania,40.84,1934,10
USA.2593253,Rhode Island,89.77,1934,10
USA.2593254,South Carolina,92.32,1934,10
USA.2593255,South Dakota,29.4,1934,10
USA.2593256,Tennessee,58.7,1934,10
USA.2593257,Texas,10.82,1934,10
USA.2593258,Utah,10.5,1934,10
USA.2593259,Vermont,49.56,1934,10
USA.2593260,Virginia,37.65,1934,10
USA.2593261,Washington,149.42,1934,10
USA.2593262,West Virginia,29.88,1934,10
USA.2593263,Wisconsin,63.3,1934,10
USA.2593264,Wyoming,18.1,1934,10
USA,United States of America,63.93,1934,11
USA.2593214,Alabama,100.62,1934,11
USA.2593215,Alaska,24.68,1934,11
USA.2593216,Arizona,19.69,1934,11
USA.2593217,Arkansas,168.53,1934,11
USA.2593218,California,92.15,1934,11
USA.2593219,Colorado,23.56,1934,11
USA.2593220,Connecticut,83.22,1934,11
USA.2593221,Delaware,92.35,1934,11
USA.2593222,District of Columbia,87.29,1934,11
USA.2593223,Florida,31.0,1934,11
USA.2593224,Georgia,44.23,1934,11
USA.2593225,Hawaii,150.53,1934,11
USA.2593226,Idaho,55.22,1934,11
USA.2593227,Illinois,135.67,1934,11
USA.2593228,Indiana,78.05,1934,11
USA.2593229,Iowa,120.11,1934,11
USA.2593230,Kansas,55.87,1934,11
USA.2593231,Kentucky,74.47,1934,11
USA.2593232,Louisiana,189.08,1934,11
USA.2593233,Maine,89.07,1934,11
USA.2593234,Maryland,87.83,1934,11
USA.2593235,Massachusetts,77.38,1934,11
USA.2593236,Michigan,105.33,1934,11
USA.2593237,Minnesota,38.52,1934,11
USA.2593238,Mississippi,178.2,1934,11
USA.2593239,Missouri,138.69,1934,11
USA.2593240,Montana,11.04,1934,11
USA.2593241,Nebraska,28.15,1934,11
USA.2593242,Nevada,28.5,1934,11
USA.2593243,New Hampshire,87.86,1934,11
USA.2593244,New Jersey,78.22,1934,11
USA.2593245,New Mexico,17.92,1934,11
USA.2593246,New York,73.32,1934,11
USA.2593247,North Carolina,118.38,1934,11
USA.2593248,North Dakota,9.55,1934,11
USA.2593249,Ohio,52.39,1934,11
USA.2593250,Oklahoma,88.95,1934,11
USA.2593251,Oregon,140.56,1934,11
USA.2593252,Pennsylvania,91.11,1934,11
USA.2593253,Rhode Island,76.47,1934,11
USA.2593254,South Carolina,72.23,1934,11
USA.2593255,South Dakota,11.0,1934,11
USA.2593256,Tennessee,101.75,1934,11
USA.2593257,Texas,72.84,1934,11
USA.2593258,Utah,36.9,1934,11
USA.2593259,Vermont,86.43,1934,11
USA.2593260,Virginia,111.82,1934,11
USA.2593261,Washington,193.91,1934,11
USA.2593262,West Virginia,91.71,1934,11
USA.2593263,Wisconsin,121.81,1934,11
USA.2593264,Wyoming,17.28,1934,11
USA,United States of America,48.27,1934,12
USA.2593214,Alabama,86.61,1934,12
USA.2593215,Alaska,58.99,1934,12
USA.2593216,Arizona,35.8,1934,12
USA.2593217,Arkansas,90.82,1934,12
USA.2593218,California,81.55,1934,12
USA.2593219,Colorado,15.0,1934,12
USA.2593220,Connecticut,88.84,1934,12
USA.2593221,Delaware,60.35,1934,12
USA.2593222,District of Columbia,63.73,1934,12
USA.2593223,Florida,25.87,1934,12
USA.2593224,Georgia,65.31,1934,12
USA.2593225,Hawaii,155.37,1934,12
USA.2593226,Idaho,50.03,1934,12
USA.2593227,Illinois,41.76,1934,12
USA.2593228,Indiana,48.98,1934,12
USA.2593229,Iowa,15.0,1934,12
USA.2593230,Kansas,10.6,1934,12
USA.2593231,Kentucky,58.68,1934,12
USA.2593232,Louisiana,100.13,1934,12
USA.2593233,Maine,80.96,1934,12
USA.2593234,Maryland,66.84,1934,12
USA.2593235,Massachusetts,79.76,1934,12
USA.2593236,Michigan,40.39,1934,12
USA.2593237,Minnesota,22.63,1934,12
USA.2593238,Mississippi,110.21,1934,12
USA.2593239,Missouri,42.19,1934,12
USA.2593240,Montana,22.9,1934,12
USA.2593241,Nebraska,12.2,1934,12
USA.2593242,Nevada,31.08,1934,12
USA.2593243,New Hampshire,81.0,1934,12
USA.2593244,New Jersey,74.97,1934,12
USA.2593245,New Mexico,12.38,1934,12
USA.2593246,New York,72.64,1934,12
USA.2593247,North Carolina,64.86,1934,12
USA.2593248,North Dakota,8.57,1934,12
USA.2593249,Ohio,37.36,1934,12
USA.2593250,Oklahoma,19.26,1934,12
USA.2593251,Oregon,112.6,1934,12
USA.2593252,Pennsylvania,62.75,1934,12
USA.2593253,Rhode Island,90.76,1934,12
USA.2593254,South Carolina,62.72,1934,12
USA.2593255,South Dakota,7.37,1934,12
USA.2593256,Tennessee,76.45,1934,12
USA.2593257,Texas,34.93,1934,12
USA.2593258,Utah,25.36,1934,12
USA.2593259,Vermont,82.9,1934,12
USA.2593260,Virginia,69.91,1934,12
USA.2593261,Washington,160.54,1934,12
USA.2593262,West Virginia,63.43,1934,12
USA.2593263,Wisconsin,32.03,1934,12
USA.2593264,Wyoming,16.02,1934,12
USA,United States of America,58.23,1935,1
USA.2593214,Alabama,70.94,1935,1
USA.2593215,Alaska,43.36,1935,1
USA.2593216,Arizona,47.51,1935,1
USA.2593217,Arkansas,160.08,1935,1
USA.2593218,California,133.55,1935,1
USA.2593219,Colorado,23.74,1935,1
USA.2593220,Connecticut,123.08,1935,1
USA.2593221,Delaware,114.56,1935,1
USA.2593222,District of Columbia,125.99,1935,1
USA.2593223,Florida,37.08,1935,1
USA.2593224,Georgia,62.64,1935,1
USA.2593225,Hawaii,184.12,1935,1
USA.2593226,Idaho,45.86,1935,1
USA.2593227,Illinois,65.15,1935,1
USA.2593228,Indiana,78.13,1935,1
USA.2593229,Iowa,30.39,1935,1
USA.2593230,Kansas,13.73,1935,1
USA.2593231,Kentucky,154.52,1935,1
USA.2593232,Louisiana,98.74,1935,1
USA.2593233,Maine,182.73,1935,1
USA.2593234,Maryland,121.92,1935,1
USA.2593235,Massachusetts,150.29,1935,1
USA.2593236,Michigan,55.5,1935,1
USA.2593237,Minnesota,30.96,1935,1
USA.2593238,Mississippi,117.2,1935,1
USA.2593239,Missouri,62.47,1935,1
USA.2593240,Montana,20.63,1935,1
USA.2593241,Nebraska,5.52,1935,1
USA.2593242,Nevada,34.32,1935,1
USA.2593243,New Hampshire,160.67,1935,1
USA.2593244,New Jersey,94.56,1935,1
USA.2593245,New Mexico,23.8,1935,1
USA.2593246,New York,102.14,1935,1
USA.2593247,North Carolina,96.29,1935,1
USA.2593248,North Dakota,13.37,1935,1
USA.2593249,Ohio,79.69,1935,1
USA.2593250,Oklahoma,40.17,1935,1
USA.2593251,Oregon,81.43,1935,1
USA.2593252,Pennsylvania,80.86,1935,1
USA.2593253,Rhode Island,146.1,1935,1
USA.2593254,South Carolina,62.41,1935,1
USA.2593255,South Dakota,7.4,1935,1
USA.2593256,Tennessee,155.76,1935,1
USA.2593257,Texas,33.08,1935,1
USA.2593258,Utah,21.05,1935,1
USA.2593259,Vermont,134.92,1935,1
USA.2593260,Virginia,119.98,1935,1
USA.2593261,Washington,199.51,1935,1
USA.2593262,West Virginia,138.05,1935,1
USA.2593263,Wisconsin,47.41,1935,1
USA.2593264,Wyoming,8.67,1935,1
USA,United States of America,43.53,1935,2
USA.2593214,Alabama,101.97,1935,2
USA.2593215,Alaska,47.21,1935,2
USA.2593216,Arizona,47.06,1935,2
USA.2593217,Arkansas,61.46,1935,2
USA.2593218,California,66.42,1935,2
USA.2593219,Colorado,17.44,1935,2
USA.2593220,Connecticut,76.5,1935,2
USA.2593221,Delaware,80.3,1935,2
USA.2593222,District of Columbia,64.68,1935,2
USA.2593223,Florida,66.14,1935,2
USA.2593224,Georgia,89.53,1935,2
USA.2593225,Hawaii,253.55,1935,2
USA.2593226,Idaho,20.54,1935,2
USA.2593227,Illinois,39.34,1935,2
USA.2593228,Indiana,25.24,1935,2
USA.2593229,Iowa,30.25,1935,2
USA.2593230,Kansas,19.51,1935,2
USA.2593231,Kentucky,66.51,1935,2
USA.2593232,Louisiana,106.9,1935,2
USA.2593233,Maine,58.98,1935,2
USA.2593234,Maryland,70.18,1935,2
USA.2593235,Massachusetts,73.72,1935,2
USA.2593236,Michigan,38.13,1935,2
USA.2593237,Minnesota,7.91,1935,2
USA.2593238,Mississippi,95.15,1935,2
USA.2593239,Missouri,39.95,1935,2
USA.2593240,Montana,7.58,1935,2
USA.2593241,Nebraska,16.47,1935,2
USA.2593242,Nevada,27.15,1935,2
USA.2593243,New Hampshire,66.48,1935,2
USA.2593244,New Jersey,71.54,1935,2
USA.2593245,New Mexico,18.21,1935,2
USA.2593246,New York,58.31,1935,2
USA.2593247,North Carolina,69.11,1935,2
USA.2593248,North Dakota,7.17,1935,2
USA.2593249,Ohio,49.02,1935,2
USA.2593250,Oklahoma,26.25,1935,2
USA.2593251,Oregon,50.82,1935,2
USA.2593252,Pennsylvania,67.23,1935,2
USA.2593253,Rhode Island,77.2,1935,2
USA.2593254,South Carolina,63.43,1935,2
USA.2593255,South Dakota,16.04,1935,2
USA.2593256,Tennessee,97.59,1935,2
USA.2593257,Texas,51.04,1935,2
USA.2593258,Utah,24.54,1935,2
USA.2593259,Vermont,56.42,1935,2
USA.2593260,Virginia,66.32,1935,2
USA.2593261,Washington,61.79,1935,2
USA.2593262,West Virginia,64.97,1935,2
USA.2593263,Wisconsin,20.84,1935,2
USA.2593264,Wyoming,19.8,1935,2
USA,United States of America,61.8,1935,3
USA.2593214,Alabama,188.71,1935,3
USA.2593215,Alaska,37.49,1935,3
USA.2593216,Arizona,32.01,1935,3
USA.2593217,Arkansas,190.4,1935,3
USA.2593218,California,78.53,1935,3
USA.2593219,Colorado,25.47,1935,3
USA.2593220,Connecticut,59.29,1935,3
USA.2593221,Delaware,80.03,1935,3
USA.2593222,District of Columbia,80.02,1935,3
USA.2593223,Florida,36.12,1935,3
USA.2593224,Georgia,99.2,1935,3
USA.2593225,Hawaii,225.11,1935,3
USA.2593226,Idaho,44.47,1935,3
USA.2593227,Illinois,111.7,1935,3
USA.2593228,Indiana,126.47,1935,3
USA.2593229,Iowa,38.37,1935,3
USA.2593230,Kansas,21.01,1935,3
USA.2593231,Kentucky,232.88,1935,3
USA.2593232,Louisiana,158.89,1935,3
USA.2593233,Maine,44.72,1935,3
USA.2593234,Maryland,82.14,1935,3
USA.2593235,Massachusetts,45.88,1935,3
USA.2593236,Michigan,48.44,1935,3
USA.2593237,Minnesota,39.34,1935,3
USA.2593238,Mississippi,212.74,1935,3
USA.2593239,Missouri,126.01,1935,3
USA.2593240,Montana,36.56,1935,3
USA.2593241,Nebraska,19.47,1935,3
USA.2593242,Nevada,21.96,1935,3
USA.2593243,New Hampshire,41.86,1935,3
USA.2593244,New Jersey,64.54,1935,3
USA.2593245,New Mexico,10.81,1935,3
USA.2593246,New York,54.43,1935,3
USA.2593247,North Carolina,116.72,1935,3
USA.2593248,North Dakota,29.75,1935,3
USA.2593249,Ohio,90.79,1935,3
USA.2593250,Oklahoma,95.02,1935,3
USA.2593251,Oregon,69.94,1935,3
USA.2593252,Pennsylvania,69.66,1935,3
USA.2593253,Rhode Island,55.36,1935,3
USA.2593254,South Carolina,66.6,1935,3
USA.2593255,South Dakota,29.21,1935,3
USA.2593256,Tennessee,196.42,1935,3
USA.2593257,Texas,36.9,1935,3
USA.2593258,Utah,30.49,1935,3
USA.2593259,Vermont,38.89,1935,3
USA.2593260,Virginia,130.83,1935,3
USA.2593261,Washington,116.7,1935,3
USA.2593262,West Virginia,154.86,1935,3
USA.2593263,Wisconsin,35.09,1935,3
USA.2593264,Wyoming,24.06,1935,3
USA,United States of America,60.39,1935,4
USA.2593214,Alabama,137.4,1935,4
USA.2593215,Alaska,26.07,1935,4
USA.2593216,Arizona,12.67,1935,4
USA.2593217,Arkansas,114.97,1935,4
USA.2593218,California,107.36,1935,4
USA.2593219,Colorado,51.02,1935,4
USA.2593220,Connecticut,73.38,1935,4
USA.2593221,Delaware,96.91,1935,4
USA.2593222,District of Columbia,106.29,1935,4
USA.2593223,Florida,126.86,1935,4
USA.2593224,Georgia,102.5,1935,4
USA.2593225,Hawaii,158.37,1935,4
USA.2593226,Idaho,56.79,1935,4
USA.2593227,Illinois,66.29,1935,4
USA.2593228,Indiana,61.08,1935,4
USA.2593229,Iowa,53.24,1935,4
USA.2593230,Kansas,28.13,1935,4
USA.2593231,Kentucky,107.68,1935,4
USA.2593232,Louisiana,152.57,1935,4
USA.2593233,Maine,77.36,1935,4
USA.2593234,Maryland,101.43,1935,4
USA.2593235,Massachusetts,102.37,1935,4
USA.2593236,Michigan,37.05,1935,4
USA.2593237,Minnesota,61.12,1935,4
USA.2593238,Mississippi,155.13,1935,4
USA.2593239,Missouri,75.42,1935,4
USA.2593240,Montana,30.84,1935,4
USA.2593241,Nebraska,79.66,1935,4
USA.2593242,Nevada,44.31,1935,4
USA.2593243,New Hampshire,79.21,1935,4
USA.2593244,New Jersey,65.61,1935,4
USA.2593245,New Mexico,12.75,1935,4
USA.2593246,New York,70.41,1935,4
USA.2593247,North Carolina,103.97,1935,4
USA.2593248,North Dakota,51.82,1935,4
USA.2593249,Ohio,53.12,1935,4
USA.2593250,Oklahoma,61.07,1935,4
USA.2593251,Oregon,79.02,1935,4
USA.2593252,Pennsylvania,65.84,1935,4
USA.2593253,Rhode Island,116.54,1935,4
USA.2593254,South Carolina,85.05,1935,4
USA.2593255,South Dakota,96.92,1935,4
USA.2593256,Tennessee,120.95,1935,4
USA.2593257,Texas,51.93,1935,4
USA.2593258,Utah,43.64,1935,4
USA.2593259,Vermont,75.82,1935,4
USA.2593260,Virginia,105.98,1935,4
USA.2593261,Washington,38.28,1935,4
USA.2593262,West Virginia,94.25,1935,4
USA.2593263,Wisconsin,64.05,1935,4
USA.2593264,Wyoming,44.43,1935,4
USA,United States of America,81.85,1935,5
USA.2593214,Alabama,116.41,1935,5
USA.2593215,Alaska,29.23,1935,5
USA.2593216,Arizona,14.95,1935,5
USA.2593217,Arkansas,217.21,1935,5
USA.2593218,California,7.57,1935,5
USA.2593219,Colorado,82.81,1935,5
USA.2593220,Connecticut,48.01,1935,5
USA.2593221,Delaware,79.78,1935,5
USA.2593222,District of Columbia,76.75,1935,5
USA.2593223,Florida,92.79,1935,5
USA.2593224,Georgia,77.04,1935,5
USA.2593225,Hawaii,94.03,1935,5
USA.2593226,Idaho,37.15,1935,5
USA.2593227,Illinois,190.43,1935,5
USA.2593228,Indiana,176.31,1935,5
USA.2593229,Iowa,118.95,1935,5
USA.2593230,Kansas,178.82,1935,5
USA.2593231,Kentucky,173.93,1935,5
USA.2593232,Louisiana,186.36,1935,5
USA.2593233,Maine,47.16,1935,5
USA.2593234,Maryland,87.12,1935,5
USA.2593235,Massachusetts,49.55,1935,5
USA.2593236,Michigan,61.89,1935,5
USA.2593237,Minnesota,58.91,1935,5
USA.2593238,Mississippi,147.13,1935,5
USA.2593239,Missouri,210.11,1935,5
USA.2593240,Montana,48.21,1935,5
USA.2593241,Nebraska,151.62,1935,5
USA.2593242,Nevada,30.0,1935,5
USA.2593243,New Hampshire,54.76,1935,5
USA.2593244,New Jersey,45.04,1935,5
USA.2593245,New Mexico,49.78,1935,5
USA.2593246,New York,66.15,1935,5
USA.2593247,North Carolina,80.85,1935,5
USA.2593248,North Dakota,64.03,1935,5
USA.2593249,Ohio,124.98,1935,5
USA.2593250,Oklahoma,204.48,1935,5
USA.2593251,Oregon,16.53,1935,5
USA.2593252,Pennsylvania,74.68,1935,5
USA.2593253,Rhode Island,46.98,1935,5
USA.2593254,South Carolina,65.63,1935,5
USA.2593255,South Dakota,79.12,1935,5
USA.2593256,Tennessee,121.92,1935,5
USA.2593257,Texas,161.85,1935,5
USA.2593258,Utah,43.61,1935,5
USA.2593259,Vermont,63.69,1935,5
USA.2593260,Virginia,96.54,1935,5
USA.2593261,Washington,15.92,1935,5
USA.2593262,West Virginia,152.05,1935,5
USA.2593263,Wisconsin,64.49,1935,5
USA.2593264,Wyoming,90.45,1935,5
USA,United States of America,71.02,1935,6
USA.2593214,Alabama,96.38,1935,6
USA.2593215,Alaska,30.37,1935,6
USA.2593216,Arizona,2.16,1935,6
USA.2593217,Arkansas,190.62,1935,6
USA.2593218,California,0.41,1935,6
USA.2593219,Colorado,22.96,1935,6
USA.2593220,Connecticut,112.49,1935,6
USA.2593221,Delaware,128.06,1935,6
USA.2593222,District of Columbia,83.42,1935,6
USA.2593223,Florida,151.91,1935,6
USA.2593224,Georgia,66.69,1935,6
USA.2593225,Hawaii,126.16,1935,6
USA.2593226,Idaho,13.95,1935,6
USA.2593227,Illinois,148.79,1935,6
USA.2593228,Indiana,123.13,1935,6
USA.2593229,Iowa,177.51,1935,6
USA.2593230,Kansas,124.51,1935,6
USA.2593231,Kentucky,169.72,1935,6
USA.2593232,Louisiana,114.18,1935,6
USA.2593233,Maine,130.2,1935,6
USA.2593234,Maryland,111.5,1935,6
USA.2593235,Massachusetts,137.66,1935,6
USA.2593236,Michigan,99.09,1935,6
USA.2593237,Minnesota,118.17,1935,6
USA.2593238,Mississippi,104.01,1935,6
USA.2593239,Missouri,225.39,1935,6
USA.2593240,Montana,39.94,1935,6
USA.2593241,Nebraska,91.96,1935,6
USA.2593242,Nevada,0.71,1935,6
USA.2593243,New Hampshire,156.55,1935,6
USA.2593244,New Jersey,116.49,1935,6
USA.2593245,New Mexico,17.48,1935,6
USA.2593246,New York,109.86,1935,6
USA.2593247,North Carolina,56.95,1935,6
USA.2593248,North Dakota,80.31,1935,6
USA.2593249,Ohio,105.1,1935,6
USA.2593250,Oklahoma,152.93,1935,6
USA.2593251,Oregon,19.59,1935,6
USA.2593252,Pennsylvania,105.2,1935,6
USA.2593253,Rhode Island,118.53,1935,6
USA.2593254,South Carolina,57.66,1935,6
USA.2593255,South Dakota,68.86,1935,6
USA.2593256,Tennessee,122.57,1935,6
USA.2593257,Texas,112.12,1935,6
USA.2593258,Utah,0.84,1935,6
USA.2593259,Vermont,142.17,1935,6
USA.2593260,Virginia,95.09,1935,6
USA.2593261,Washington,39.39,1935,6
USA.2593262,West Virginia,132.71,1935,6
USA.2593263,Wisconsin,135.38,1935,6
USA.2593264,Wyoming,24.44,1935,6
USA,United States of America,65.21,1935,7
USA.2593214,Alabama,114.42,1935,7
USA.2593215,Alaska,59.25,1935,7
USA.2593216,Arizona,28.68,1935,7
USA.2593217,Arkansas,47.56,1935,7
USA.2593218,California,3.29,1935,7
USA.2593219,Colorado,35.75,1935,7
USA.2593220,Connecticut,102.2,1935,7
USA.2593221,Delaware,116.41,1935,7
USA.2593222,District of Columbia,90.48,1935,7
USA.2593223,Florida,239.92,1935,7
USA.2593224,Georgia,197.71,1935,7
USA.2593225,Hawaii,158.16,1935,7
USA.2593226,Idaho,8.14,1935,7
USA.2593227,Illinois,94.23,1935,7
USA.2593228,Indiana,85.39,1935,7
USA.2593229,Iowa,83.76,1935,7
USA.2593230,Kansas,18.62,1935,7
USA.2593231,Kentucky,130.03,1935,7
USA.2593232,Louisiana,111.27,1935,7
USA.2593233,Maine,83.06,1935,7
USA.2593234,Maryland,111.36,1935,7
USA.2593235,Massachusetts,83.02,1935,7
USA.2593236,Michigan,74.88,1935,7
USA.2593237,Minnesota,108.61,1935,7
USA.2593238,Mississippi,82.08,1935,7
USA.2593239,Missouri,79.18,1935,7
USA.2593240,Montana,41.51,1935,7
USA.2593241,Nebraska,33.94,1935,7
USA.2593242,Nevada,6.94,1935,7
USA.2593243,New Hampshire,91.7,1935,7
USA.2593244,New Jersey,113.08,1935,7
USA.2593245,New Mexico,34.33,1935,7
USA.2593246,New York,141.6,1935,7
USA.2593247,North Carolina,189.46,1935,7
USA.2593248,North Dakota,111.32,1935,7
USA.2593249,Ohio,128.16,1935,7
USA.2593250,Oklahoma,29.12,1935,7
USA.2593251,Oregon,14.27,1935,7
USA.2593252,Pennsylvania,140.09,1935,7
USA.2593253,Rhode Island,88.6,1935,7
USA.2593254,South Carolina,204.28,1935,7
USA.2593255,South Dakota,45.18,1935,7
USA.2593256,Tennessee,108.86,1935,7
USA.2593257,Texas,54.13,1935,7
USA.2593258,Utah,12.01,1935,7
USA.2593259,Vermont,119.14,1935,7
USA.2593260,Virginia,137.88,1935,7
USA.2593261,Washington,23.93,1935,7
USA.2593262,West Virginia,124.41,1935,7
USA.2593263,Wisconsin,112.02,1935,7
USA.2593264,Wyoming,17.83,1935,7
USA,United States of America,64.81,1935,8
USA.2593214,Alabama,117.3,1935,8
USA.2593215,Alaska,74.82,1935,8
USA.2593216,Arizona,79.85,1935,8
USA.2593217,Arkansas,45.82,1935,8
USA.2593218,California,13.18,1935,8
USA.2593219,Colorado,42.7,1935,8
USA.2593220,Connecticut,35.07,1935,8
USA.2593221,Delaware,93.68,1935,8
USA.2593222,District of Columbia,79.95,1935,8
USA.2593223,Florida,210.36,1935,8
USA.2593224,Georgia,147.66,1935,8
USA.2593225,Hawaii,118.28,1935,8
USA.2593226,Idaho,6.61,1935,8
USA.2593227,Illinois,62.55,1935,8
USA.2593228,Indiana,80.5,1935,8
USA.2593229,Iowa,70.52,1935,8
USA.2593230,Kansas,74.53,1935,8
USA.2593231,Kentucky,96.74,1935,8
USA.2593232,Louisiana,94.39,1935,8
USA.2593233,Maine,63.53,1935,8
USA.2593234,Maryland,85.65,1935,8
USA.2593235,Massachusetts,46.83,1935,8
USA.2593236,Michigan,82.92,1935,8
USA.2593237,Minnesota,119.43,1935,8
USA.2593238,Mississippi,69.48,1935,8
USA.2593239,Missouri,53.8,1935,8
USA.2593240,Montana,16.89,1935,8
USA.2593241,Nebraska,62.39,1935,8
USA.2593242,Nevada,8.93,1935,8
USA.2593243,New Hampshire,62.36,1935,8
USA.2593244,New Jersey,69.8,1935,8
USA.2593245,New Mexico,92.12,1935,8
USA.2593246,New York,60.52,1935,8
USA.2593247,North Carolina,112.65,1935,8
USA.2593248,North Dakota,57.24,1935,8
USA.2593249,Ohio,154.12,1935,8
USA.2593250,Oklahoma,74.03,1935,8
USA.2593251,Oregon,3.74,1935,8
USA.2593252,Pennsylvania,92.21,1935,8
USA.2593253,Rhode Island,43.82,1935,8
USA.2593254,South Carolina,177.62,1935,8
USA.2593255,South Dakota,46.92,1935,8
USA.2593256,Tennessee,79.68,1935,8
USA.2593257,Texas,42.18,1935,8
USA.2593258,Utah,29.33,1935,8
USA.2593259,Vermont,75.95,1935,8
USA.2593260,Virginia,94.88,1935,8
USA.2593261,Washington,14.15,1935,8
USA.2593262,West Virginia,157.95,1935,8
USA.2593263,Wisconsin,110.61,1935,8
USA.2593264,Wyoming,20.41,1935,8
USA,United States of America,61.26,1935,9
USA.2593214,Alabama,57.77,1935,9
USA.2593215,Alaska,61.46,1935,9
USA.2593216,Arizona,34.07,1935,9
USA.2593217,Arkansas,81.91,1935,9
USA.2593218,California,4.53,1935,9
USA.2593219,Colorado,48.42,1935,9
USA.2593220,Connecticut,114.56,1935,9
USA.2593221,Delaware,235.71,1935,9
USA.2593222,District of Columbia,216.02,1935,9
USA.2593223,Florida,266.64,1935,9
USA.2593224,Georgia,122.8,1935,9
USA.2593225,Hawaii,149.72,1935,9
USA.2593226,Idaho,4.35,1935,9
USA.2593227,Illinois,82.39,1935,9
USA.2593228,Indiana,66.64,1935,9
USA.2593229,Iowa,80.5,1935,9
USA.2593230,Kansas,75.88,1935,9
USA.2593231,Kentucky,63.74,1935,9
USA.2593232,Louisiana,92.86,1935,9
USA.2593233,Maine,108.32,1935,9
USA.2593234,Maryland,203.08,1935,9
USA.2593235,Massachusetts,108.16,1935,9
USA.2593236,Michigan,55.08,1935,9
USA.2593237,Minnesota,30.32,1935,9
USA.2593238,Mississippi,67.3,1935,9
USA.2593239,Missouri,88.5,1935,9
USA.2593240,Montana,7.19,1935,9
USA.2593241,Nebraska,40.13,1935,9
USA.2593242,Nevada,4.73,1935,9
USA.2593243,New Hampshire,120.12,1935,9
USA.2593244,New Jersey,148.38,1935,9
USA.2593245,New Mexico,55.0,1935,9
USA.2593246,New York,90.2,1935,9
USA.2593247,North Carolina,137.17,1935,9
USA.2593248,North Dakota,11.01,1935,9
USA.2593249,Ohio,69.54,1935,9
USA.2593250,Oklahoma,64.0,1935,9
USA.2593251,Oregon,11.62,1935,9
